VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
1,2025-08-04 08:35:27,2025-08-04 08:44:24,2,1.3,1,N,90,164,1,10.0,3.25,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
2,2025-08-04 08:38:30,2025-08-04 08:42:42,1,0.67,1,N,41,41,2,6.5,0.0,0.5,0.0,0.0,1.0,8.0,0.0,0.0,0.0
1,2025-08-04 08:43:21,2025-08-04 09:36:58,1,6.4,99,N,80,162,1,27.5,0.0,0.5,0.0,0.0,0.0,28.0,0.0,0.0,0.0
2,2025-08-04 08:51:19,2025-08-04 09:01:39,1,2.13,1,N,125,246,1,12.8,0.0,0.5,3.51,0.0,1.0,21.06,2.5,0.0,0.75
2,2025-08-04 08:52:04,2025-08-04 09:17:19,4,4.76,1,N,100,261,1,26.8,0.0,0.5,6.31,0.0,1.0,37.86,2.5,0.0,0.75
2,2025-08-04 08:53:29,2025-08-04 09:11:47,1,2.51,1,N,246,163,1,18.4,0.0,0.5,2.0,0.0,1.0,25.15,2.5,0.0,0.75
2,2025-08-04 08:53:46,2025-08-04 09:08:26,1,0.69,1,N,229,163,1,12.8,0.0,0.5,3.51,0.0,1.0,21.06,2.5,0.0,0.75
1,2025-08-04 08:54:00,2025-08-04 09:36:02,1,7.2,99,N,87,198,1,32.5,0.0,0.5,0.0,0.0,0.0,33.0,0.0,0.0,0.0
1,2025-08-04 09:04:10,2025-08-04 09:26:59,1,3.2,1,N,229,238,1,19.8,3.25,0.5,4.91,0.0,1.0,29.46,2.5,0.0,0.75
2,2025-08-04 09:07:05,2025-08-04 09:29:14,1,3.42,1,N,163,158,1,21.9,0.0,0.5,5.33,0.0,1.0,31.98,2.5,0.0,0.75
2,2025-08-04 09:07:32,2025-08-04 09:10:17,2,0.55,1,N,230,48,1,5.1,0.0,0.5,1.97,0.0,1.0,11.82,2.5,0.0,0.75
1,2025-08-04 09:18:28,2025-08-04 09:29:41,1,0.8,99,N,71,72,1,16.5,0.0,0.5,0.0,0.0,0.0,17.0,0.0,0.0,0.0
2,2025-08-04 09:31:17,2025-08-04 09:41:48,1,1.39,1,N,107,161,1,11.4,0.0,0.5,3.23,0.0,1.0,19.38,2.5,0.0,0.75
2,2025-08-04 09:35:22,2025-08-04 09:46:03,1,2.44,1,N,41,237,2,13.5,0.0,0.5,0.0,0.0,1.0,17.5,2.5,0.0,0.0
1,2025-08-04 09:41:02,2025-08-04 09:47:57,1,1.1,1,N,143,239,1,7.9,3.25,0.5,2.55,0.0,1.0,15.2,2.5,0.0,0.75
2,2025-08-04 09:45:11,2025-08-04 09:59:24,1,1.47,1,N,170,237,1,14.2,0.0,0.5,3.79,0.0,1.0,22.74,2.5,0.0,0.75
2,2025-08-04 09:54:31,2025-08-04 09:57:27,1,0.82,1,N,239,43,1,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0,0.0
2,2025-08-04 09:58:40,2025-08-04 10:10:35,1,1.59,1,N,186,113,1,12.1,0.0,0.5,3.37,0.0,1.0,20.22,2.5,0.0,0.75
1,2025-08-04 10:15:39,2025-08-04 11:24:00,1,11.9,99,N,215,89,1,37.5,0.0,0.5,0.0,0.0,0.0,38.0,0.0,0.0,0.0
2,2025-08-04 10:20:08,2025-08-04 10:31:50,2,1.69,1,N,186,233,1,12.1,0.0,0.5,3.37,0.0,1.0,20.22,2.5,0.0,0.75
2,2025-08-04 10:22:35,2025-08-04 10:39:27,1,1.51,1,N,230,164,2,15.6,0.0,0.5,0.0,0.0,1.0,20.35,2.5,0.0,0.75
2,2025-08-04 10:23:57,2025-08-04 10:45:57,1,2.73,1,N,24,263,1,21.2,0.0,0.5,5.04,0.0,1.0,30.24,2.5,0.0,0.0
2,2025-08-04 10:30:24,2025-08-04 10:37:15,2,0.95,1,N,113,79,1,7.9,0.0,0.5,2.53,0.0,1.0,15.18,2.5,0.0,0.75
1,2025-08-04 10:40:34,2025-08-04 10:49:33,1,1.2,1,N,238,142,1,10.0,2.5,0.5,3.5,0.0,1.0,17.5,2.5,0.0,0.0
2,2025-08-04 10:46:02,2025-08-04 10:55:42,1,1.14,1,N,161,100,2,10.0,0.0,0.5,0.0,0.0,1.0,14.75,2.5,0.0,0.75
1,2025-08-04 10:49:24,2025-08-04 11:21:04,1,4.2,1,N,246,236,1,28.9,3.25,0.5,6.75,0.0,1.0,40.4,2.5,0.0,0.75
2,2025-08-04 10:53:02,2025-08-04 11:05:42,1,1.83,1,N,238,230,1,13.5,0.0,0.5,3.65,0.0,1.0,21.9,2.5,0.0,0.75
2,2025-08-04 10:56:14,2025-08-04 11:05:07,1,1.06,1,N,262,75,1,10.0,0.0,0.5,3.5,0.0,1.0,17.5,2.5,0.0,0.0
2,2025-08-04 11:13:38,2025-08-04 11:15:57,1,0.16,1,N,142,142,2,4.4,0.0,0.5,0.0,0.0,1.0,8.4,2.5,0.0,0.0
2,2025-08-04 11:19:29,2025-08-04 11:25:02,1,0.59,1,N,237,140,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0
2,2025-08-04 11:23:04,2025-08-04 11:28:04,1,0.78,1,N,142,163,4,7.2,0.0,0.5,0.0,0.0,1.0,11.95,2.5,0.0,0.75
2,2025-08-04 11:38:16,2025-08-04 12:13:31,1,8.92,1,N,237,138,2,42.2,5.0,0.5,0.0,0.0,1.0,51.95,2.5,0.0,0.75
2,2025-08-04 11:40:50,2025-08-04 11:55:09,2,0.91,1,N,237,140,2,12.8,0.0,0.5,0.0,0.0,1.0,16.8,2.5,0.0,0.0
2,2025-08-04 11:45:03,2025-08-04 11:48:54,1,0.55,1,N,137,170,2,5.8,0.0,0.5,0.0,0.0,1.0,10.55,2.5,0.0,0.75
2,2025-08-04 11:47:14,2025-08-04 11:56:51,1,1.66,1,N,142,162,2,11.4,0.0,0.5,0.0,0.0,1.0,16.15,2.5,0.0,0.75
2,2025-08-04 11:48:51,2025-08-04 12:05:59,1,1.95,1,N,170,43,1,17.0,0.0,0.5,4.35,0.0,1.0,26.1,2.5,0.0,0.75
2,2025-08-04 11:59:29,2025-08-04 12:05:38,2,1.29,1,N,158,246,1,9.3,0.0,0.5,2.81,0.0,1.0,16.86,2.5,0.0,0.75
2,2025-08-04 12:00:19,2025-08-04 12:14:48,1,1.09,1,N,163,237,1,13.5,0.0,0.5,3.65,0.0,1.0,21.9,2.5,0.0,0.75
2,2025-08-04 12:04:59,2025-08-04 12:16:55,1,1.69,1,N,142,100,2,12.8,0.0,0.5,0.0,0.0,1.0,17.55,2.5,0.0,0.75
2,2025-08-04 12:14:47,2025-08-04 12:34:59,1,2.36,1,N,116,42,2,18.4,0.0,0.5,0.0,0.0,1.0,19.9,0.0,0.0,0.0
2,2025-08-04 12:18:04,2025-08-04 12:22:20,6,0.73,1,N,79,224,1,6.5,0.0,0.5,2.25,0.0,1.0,13.5,2.5,0.0,0.75
2,2025-08-04 12:20:31,2025-08-04 12:37:42,2,1.39,1,N,161,246,1,15.6,0.0,0.5,4.07,0.0,1.0,24.42,2.5,0.0,0.75
2,2025-08-04 12:21:55,2025-08-04 12:29:37,1,2.8,1,N,262,229,1,14.2,0.0,0.5,3.79,0.0,1.0,22.74,2.5,0.0,0.75
2,2025-08-04 12:24:06,2025-08-04 12:36:37,1,2.22,1,N,142,236,1,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0,0.0
2,2025-08-04 12:31:18,2025-08-04 12:45:15,1,1.89,1,N,237,239,1,14.2,0.0,0.5,2.0,0.0,1.0,20.2,2.5,0.0,0.0
2,2025-08-04 12:39:18,2025-08-04 12:47:47,1,1.04,1,N,161,164,2,9.3,0.0,0.5,0.0,0.0,1.0,14.05,2.5,0.0,0.75
2,2025-08-04 12:48:11,2025-08-04 13:17:03,1,4.56,1,N,231,237,1,28.9,0.0,0.5,6.0,0.0,1.0,39.65,2.5,0.0,0.75
1,2025-08-04 12:53:14,2025-08-04 13:13:04,1,2.7,1,N,186,231,1,18.4,3.25,0.5,4.65,0.0,1.0,27.8,2.5,0.0,0.75
1,2025-08-04 12:56:21,2025-08-04 13:07:07,1,1.9,1,N,162,236,2,11.4,3.25,0.5,0.0,0.0,1.0,16.15,2.5,0.0,0.75
1,2025-08-04 12:58:56,2025-08-04 13:15:27,1,1.1,1,N,230,234,2,14.2,3.25,0.5,0.0,0.0,1.0,18.95,2.5,0.0,0.75
2,2025-08-04 12:59:27,2025-08-04 13:22:22,1,2.34,1,N,186,237,1,19.8,0.0,0.5,4.91,0.0,1.0,29.46,2.5,0.0,0.75
2,2025-08-04 13:03:15,2025-08-04 13:11:50,1,1.13,1,N,113,164,1,10.0,0.0,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
2,2025-08-04 13:08:52,2025-08-04 13:31:20,1,3.21,1,N,239,164,1,21.9,0.0,0.5,5.33,0.0,1.0,31.98,2.5,0.0,0.75
2,2025-08-04 13:13:06,2025-08-04 13:26:05,1,4.21,1,N,74,233,1,19.8,0.0,0.5,3.0,0.0,1.0,26.8,2.5,0.0,0.0
2,2025-08-04 13:14:03,2025-08-04 13:23:46,6,1.1,1,N,164,233,2,10.0,0.0,0.5,0.0,0.0,1.0,14.75,2.5,0.0,0.75
1,2025-08-04 13:17:39,2025-08-04 13:34:50,2,1.1,1,N,100,48,4,14.9,4.25,0.5,0.0,0.0,1.0,20.65,2.5,0.0,0.75
2,2025-08-04 13:28:48,2025-08-04 13:43:26,2,1.32,1,N,230,143,1,13.5,0.0,0.5,3.65,0.0,1.0,21.9,2.5,0.0,0.75
2,2025-08-04 13:39:49,2025-08-04 14:55:49,1,22.15,2,N,142,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1,2025-08-04 13:41:39,2025-08-04 13:57:24,1,2.0,1,N,236,161,3,14.2,3.25,0.5,0.0,0.0,1.0,18.95,2.5,0.0,0.75
2,2025-08-04 13:54:09,2025-08-04 14:09:31,1,5.43,1,N,87,48,2,24.7,0.0,0.5,0.0,0.0,1.0,29.45,2.5,0.0,0.75
1,2025-08-04 14:04:53,2025-08-04 14:17:22,1,1.8,1,N,164,246,1,12.1,3.25,0.5,3.35,0.0,1.0,20.2,2.5,0.0,0.75
2,2025-08-04 14:10:58,2025-08-04 14:18:17,1,0.87,1,N,158,125,1,7.9,0.0,0.5,1.0,0.0,1.0,13.65,2.5,0.0,0.75
1,2025-08-04 14:12:29,2025-08-04 14:21:56,1,1.3,1,N,141,142,2,9.3,2.5,0.5,0.0,0.0,1.0,13.3,2.5,0.0,0.0
2,2025-08-04 14:25:47,2025-08-04 14:57:50,4,12.01,1,N,138,87,1,49.9,5.0,0.5,13.32,6.94,1.0,81.66,2.5,1.75,0.75
2,2025-08-04 14:46:21,2025-08-04 15:01:57,3,2.44,1,N,144,186,1,16.3,0.0,0.5,5.26,0.0,1.0,26.31,2.5,0.0,0.75
1,2025-08-04 14:57:38,2025-08-04 15:11:19,1,2.5,1,N,75,142,1,14.9,2.5,0.5,1.5,0.0,1.0,20.4,2.5,0.0,0.0
2,2025-08-04 14:59:23,2025-08-04 15:00:55,1,0.38,1,N,48,48,1,4.4,0.0,0.5,2.29,0.0,1.0,11.44,2.5,0.0,0.75
2,2025-08-04 15:03:16,2025-08-04 15:10:26,1,0.84,1,N,142,161,1,7.9,0.0,0.5,0.0,0.0,1.0,12.65,2.5,0.0,0.75
2,2025-08-04 15:20:29,2025-08-04 15:34:59,1,2.87,1,N,144,100,1,16.3,0.0,0.5,3.0,0.0,1.0,24.05,2.5,0.0,0.75
2,2025-08-04 15:23:56,2025-08-04 15:26:37,1,0.58,1,N,24,238,1,5.1,0.0,0.5,1.82,0.0,1.0,10.92,2.5,0.0,0.0
2,2025-08-04 15:25:02,2025-08-04 15:45:59,4,4.82,1,N,87,186,4,25.4,0.0,0.5,0.0,0.0,1.0,30.15,2.5,0.0,0.75
2,2025-08-04 15:38:15,2025-08-04 15:48:59,1,1.46,1,N,237,142,1,11.4,0.0,0.5,4.84,0.0,1.0,20.99,2.5,0.0,0.75
2,2025-08-04 15:39:22,2025-08-04 15:44:56,2,0.53,1,N,161,237,1,7.2,0.0,0.5,2.39,0.0,1.0,14.34,2.5,0.0,0.75
2,2025-08-04 15:39:22,2025-08-04 17:00:39,1,17.25,2,N,132,230,1,70.0,0.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75
2,2025-08-04 15:43:02,2025-08-04 15:56:00,1,2.49,1,N,170,144,1,14.9,0.0,0.5,3.0,0.0,1.0,22.65,2.5,0.0,0.75
2,2025-08-04 15:45:24,2025-08-04 16:40:48,4,17.01,2,N,132,68,2,70.0,0.0,0.5,0.0,6.94,1.0,83.44,2.5,1.75,0.75
2,2025-08-04 15:47:51,2025-08-04 16:54:23,1,16.67,2,N,132,107,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75
2,2025-08-04 16:25:46,2025-08-04 16:32:00,1,1.49,1,N,142,238,1,9.3,2.5,0.5,2.0,0.0,1.0,17.8,2.5,0.0,0.0
1,2025-08-04 16:31:07,2025-08-04 17:41:08,1,17.3,2,N,132,164,1,70.0,10.0,0.5,17.7,6.94,1.0,106.14,2.5,1.75,0.75
2,2025-08-04 16:37:21,2025-08-04 16:47:50,1,2.1,1,N,68,142,1,12.8,2.5,0.5,10.95,0.0,1.0,31.0,2.5,0.0,0.75
2,2025-08-04 16:51:47,2025-08-04 17:02:56,1,1.66,1,N,186,163,2,12.1,2.5,0.5,0.0,0.0,1.0,19.35,2.5,0.0,0.75
1,2025-08-04 16:52:33,2025-08-04 16:56:44,1,0.5,1,N,237,43,2,5.8,5.75,0.5,0.0,0.0,1.0,13.05,2.5,0.0,0.75
2,2025-08-04 16:52:52,2025-08-04 17:17:00,1,3.01,1,N,230,145,1,23.3,2.5,0.5,6.11,0.0,1.0,36.66,2.5,0.0,0.75
1,2025-08-04 17:04:20,2025-08-04 17:22:19,1,2.3,1,N,162,239,1,16.3,5.75,0.5,5.9,0.0,1.0,29.45,2.5,0.0,0.75
1,2025-08-04 17:09:20,2025-08-04 17:23:17,1,1.1,1,N,246,164,1,12.8,5.75,0.5,5.0,0.0,1.0,25.05,2.5,0.0,0.75
2,2025-08-04 17:13:42,2025-08-04 17:21:19,1,0.88,1,N,163,230,1,8.6,2.5,0.5,3.17,0.0,1.0,19.02,2.5,0.0,0.75
2,2025-08-04 17:15:58,2025-08-04 17:22:47,1,1.52,1,N,68,50,1,9.3,2.5,0.5,1.0,0.0,1.0,17.55,2.5,0.0,0.75
2,2025-08-04 17:22:33,2025-08-04 17:28:30,1,1.17,1,N,237,263,1,8.6,2.5,0.5,3.02,0.0,1.0,18.12,2.5,0.0,0.0
2,2025-08-04 17:25:09,2025-08-04 17:46:48,2,6.37,1,N,132,180,1,27.5,2.5,0.5,8.31,0.0,1.0,41.56,0.0,1.75,0.0
2,2025-08-04 17:26:01,2025-08-04 17:40:21,1,1.42,1,N,170,164,1,13.5,2.5,0.5,4.15,0.0,1.0,24.9,2.5,0.0,0.75
2,2025-08-04 17:28:04,2025-08-04 17:39:44,1,2.18,1,N,162,114,1,12.8,2.5,0.5,4.01,0.0,1.0,24.06,2.5,0.0,0.75
1,2025-08-04 17:28:23,2025-08-04 17:36:31,1,0.6,1,N,163,161,1,8.6,5.75,0.5,3.17,0.0,1.0,19.02,2.5,0.0,0.75
2,2025-08-04 17:28:34,2025-08-04 17:35:15,1,1.46,1,N,162,236,2,10.0,2.5,0.5,0.0,0.0,1.0,17.25,2.5,0.0,0.75
2,2025-08-04 17:30:21,2025-08-04 17:36:22,1,0.93,1,N,211,249,1,7.9,2.5,0.5,3.03,0.0,1.0,18.18,2.5,0.0,0.75
2,2025-08-04 17:37:00,2025-08-04 17:47:26,2,1.12,1,N,186,230,1,10.7,2.5,0.5,3.59,0.0,1.0,21.54,2.5,0.0,0.75
2,2025-08-04 17:38:19,2025-08-04 17:47:42,1,1.43,1,N,211,79,1,10.7,2.5,0.5,0.0,0.0,1.0,17.95,2.5,0.0,0.75
2,2025-08-04 17:38:50,2025-08-04 17:52:41,1,1.54,1,N,237,164,1,14.2,2.5,0.5,2.0,0.0,1.0,23.45,2.5,0.0,0.75
2,2025-08-04 17:46:31,2025-08-04 18:02:37,3,2.98,1,N,229,145,2,18.4,2.5,0.5,0.0,0.0,1.0,25.65,2.5,0.0,0.75
2,2025-08-04 17:55:36,2025-08-04 18:07:35,1,2.72,1,N,114,246,1,14.9,2.5,0.5,4.0,0.0,1.0,26.15,2.5,0.0,0.75
2,2025-08-04 18:08:03,2025-08-04 18:14:09,1,0.87,1,N,234,90,1,7.9,2.5,0.5,3.03,0.0,1.0,18.18,2.5,0.0,0.75
1,2025-08-04 18:10:19,2025-08-04 18:19:18,1,1.4,1,N,107,162,1,10.7,5.75,0.5,2.5,0.0,1.0,20.45,2.5,0.0,0.75
2,2025-08-04 18:19:03,2025-08-04 18:23:32,2,0.48,1,N,142,142,1,5.8,2.5,0.5,3.7,0.0,1.0,18.5,2.5,0.0,0.0
1,2025-08-04 18:28:06,2025-08-04 18:35:09,1,0.9,1,N,142,162,1,7.9,5.75,0.5,3.8,0.0,1.0,18.95,2.5,0.0,0.75
2,2025-08-04 18:44:34,2025-08-04 19:40:44,2,14.3,1,N,132,7,1,68.8,2.5,0.5,5.0,0.0,1.0,79.55,0.0,1.75,0.0
2,2025-08-04 18:53:09,2025-08-04 19:00:36,1,1.18,1,N,238,143,1,9.3,2.5,0.5,2.2,0.0,1.0,18.0,2.5,0.0,0.0
2,2025-08-04 18:54:37,2025-08-04 18:55:50,1,0.4,1,N,229,140,1,3.7,2.5,0.5,2.19,0.0,1.0,13.14,2.5,0.0,0.75
2,2025-08-04 19:02:10,2025-08-04 19:06:39,1,1.03,1,N,239,236,1,7.2,2.5,0.5,2.0,0.0,1.0,15.7,2.5,0.0,0.0
2,2025-08-04 19:15:51,2025-08-04 19:29:29,1,2.71,1,N,231,68,1,15.6,2.5,0.5,4.57,0.0,1.0,27.42,2.5,0.0,0.75
1,2025-08-04 19:15:56,2025-08-04 19:20:31,1,0.7,1,N,140,262,1,6.5,5.0,0.5,0.01,0.0,1.0,13.01,2.5,0.0,0.0
2,2025-08-04 19:16:27,2025-08-04 19:28:30,3,1.63,1,N,68,107,1,12.8,2.5,0.5,4.01,0.0,1.0,24.06,2.5,0.0,0.75
2,2025-08-04 19:23:42,2025-08-04 19:24:48,1,0.42,1,N,68,246,1,4.4,2.5,0.5,0.0,0.0,1.0,11.65,2.5,0.0,0.75
2,2025-08-04 19:30:29,2025-08-04 19:32:29,1,0.59,1,N,50,143,1,5.1,2.5,0.5,1.85,0.0,1.0,14.2,2.5,0.0,0.75
2,2025-08-04 19:42:18,2025-08-04 19:51:22,1,1.5,1,N,107,164,1,10.7,2.5,0.5,3.59,0.0,1.0,21.54,2.5,0.0,0.75
2,2025-08-04 19:44:09,2025-08-04 19:59:29,1,2.47,1,N,161,249,1,15.6,2.5,0.5,2.15,0.0,1.0,25.0,2.5,0.0,0.75
2,2025-08-04 19:51:13,2025-08-04 20:06:20,1,3.42,1,N,50,263,1,19.1,2.5,0.5,5.27,0.0,1.0,31.62,2.5,0.0,0.75
2,2025-08-04 20:02:38,2025-08-04 20:07:02,1,1.4,1,N,229,263,1,7.9,1.0,0.5,4.09,0.0,1.0,17.74,2.5,0.0,0.75
2,2025-08-04 20:05:47,2025-08-04 20:31:09,1,6.19,1,N,100,255,1,31.7,1.0,0.5,11.1,6.94,1.0,55.49,2.5,0.0,0.75
2,2025-08-04 20:18:36,2025-08-04 20:33:03,1,3.01,1,N,141,238,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0,0.0
2,2025-08-04 20:19:12,2025-08-04 20:40:06,1,3.45,1,N,237,144,1,21.2,1.0,0.5,2.7,0.0,1.0,29.65,2.5,0.0,0.75
1,2025-08-04 20:27:29,2025-08-04 20:35:07,1,1.7,1,N,237,236,1,10.7,3.5,0.5,3.1,0.0,1.0,18.8,2.5,0.0,0.0
2,2025-08-04 20:27:34,2025-08-04 20:34:42,1,1.55,1,N,163,236,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,2025-08-04 20:32:22,2025-08-04 20:41:09,1,1.94,1,N,100,107,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75
1,2025-08-04 20:42:51,2025-08-04 21:06:23,1,6.0,1,N,164,255,1,27.5,4.25,0.5,8.05,6.94,1.0,48.24,2.5,0.0,0.75
2,2025-08-04 20:44:11,2025-08-04 20:58:11,1,1.73,1,N,68,161,1,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75
1,2025-08-04 20:51:47,2025-08-04 20:57:07,1,0.6,1,N,230,68,1,6.5,4.25,0.5,3.7,0.0,1.0,15.95,2.5,0.0,0.75
2,2025-08-04 20:59:57,2025-08-04 21:13:31,1,2.77,1,N,231,137,1,15.6,1.0,0.5,2.0,0.0,1.0,23.35,2.5,0.0,0.75
2,2025-08-04 21:01:17,2025-08-04 21:07:24,1,0.73,1,N,186,161,1,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
2,2025-08-04 21:09:12,2025-08-04 21:14:07,1,1.05,1,N,234,113,2,7.9,1.0,0.5,0.0,0.0,1.0,13.65,2.5,0.0,0.75
2,2025-08-04 21:11:48,2025-08-04 21:26:39,2,2.37,1,N,236,238,1,15.6,1.0,0.5,2.06,0.0,1.0,22.66,2.5,0.0,0.0
2,2025-08-04 21:23:18,2025-08-04 21:29:48,1,0.9,1,N,43,48,1,7.9,1.0,0.5,3.41,0.0,1.0,17.06,2.5,0.0,0.75
2,2025-08-04 21:26:58,2025-08-04 21:32:16,1,1.31,1,N,229,263,1,7.9,1.0,0.5,2.0,0.0,1.0,15.65,2.5,0.0,0.75
2,2025-08-04 21:27:19,2025-08-04 21:39:49,1,2.24,1,N,68,158,1,13.5,1.0,0.5,2.0,0.0,1.0,21.25,2.5,0.0,0.75
1,2025-08-04 21:32:54,2025-08-04 21:42:47,1,1.9,1,N,164,249,1,10.7,4.25,0.5,3.3,0.0,1.0,19.75,2.5,0.0,0.75
2,2025-08-04 21:39:59,2025-08-04 22:09:13,1,10.14,1,N,186,223,1,44.3,1.0,0.5,5.0,0.0,1.0,55.05,2.5,0.0,0.75
2,2025-08-04 21:49:16,2025-08-04 22:02:13,1,1.44,1,N,107,230,2,13.5,1.0,0.5,0.0,0.0,1.0,19.25,2.5,0.0,0.75
2,2025-08-04 21:53:25,2025-08-04 22:03:29,1,2.24,1,N,239,237,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0,0.0
2,2025-08-04 21:55:40,2025-08-04 22:03:55,1,0.96,1,N,186,137,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
1,2025-08-04 22:12:01,2025-08-04 22:18:45,1,1.1,1,N,249,79,1,7.2,4.25,0.5,1.0,0.0,1.0,13.95,2.5,0.0,0.75
2,2025-08-04 22:20:05,2025-08-04 22:28:35,1,1.67,1,N,163,234,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75
1,2025-08-04 22:31:49,2025-08-04 22:53:16,2,5.1,1,N,231,236,1,25.4,4.25,0.5,5.0,0.0,1.0,36.15,2.5,0.0,0.75
2,2025-08-04 22:43:33,2025-08-04 23:14:28,1,17.26,2,N,132,107,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75
1,2025-08-04 22:56:11,2025-08-04 23:06:48,1,2.7,1,N,249,50,1,14.2,4.25,0.5,0.0,0.0,1.0,19.95,2.5,0.0,0.75
2,2025-08-04 22:57:17,2025-08-04 23:07:32,1,2.26,1,N,107,141,1,12.8,1.0,0.5,3.0,0.0,1.0,21.55,2.5,0.0,0.75
2,2025-08-05 00:00:03,2025-08-05 00:18:42,1,11.74,1,N,132,260,4,44.3,1.0,0.5,0.0,0.0,1.0,46.8,0.0,0.0,0.0
2,2025-08-05 00:08:18,2025-08-05 00:24:00,1,4.28,1,N,114,141,1,19.8,1.0,0.5,5.11,0.0,1.0,30.66,2.5,0.0,0.75
2,2025-08-05 00:18:37,2025-08-05 00:29:50,3,2.99,1,N,158,161,1,14.9,1.0,0.5,4.13,0.0,1.0,24.78,2.5,0.0,0.75
1,2025-08-05 00:54:40,2025-08-05 01:08:27,1,1.7,1,N,161,162,1,12.8,4.25,0.5,3.7,0.0,1.0,22.25,2.5,0.0,0.75
2,2025-08-05 01:02:13,2025-08-05 01:15:41,2,4.38,1,N,68,75,1,19.8,1.0,0.5,5.11,0.0,1.0,30.66,2.5,0.0,0.75
2,2025-08-05 01:49:04,2025-08-05 02:28:06,1,28.29,1,N,132,33,1,102.4,1.0,0.5,20.98,0.0,1.0,127.63,0.0,1.75,0.0
2,2025-08-05 05:17:17,2025-08-05 05:35:53,1,6.02,1,N,90,166,1,27.5,1.0,0.5,2.0,0.0,1.0,35.25,2.5,0.0,0.75
2,2025-08-05 06:10:24,2025-08-05 06:16:21,1,1.13,1,N,48,161,1,7.9,0.0,0.5,2.53,0.0,1.0,15.18,2.5,0.0,0.75
2,2025-08-05 06:44:22,2025-08-05 06:50:27,1,1.3,1,N,186,161,1,8.6,0.0,0.5,3.34,0.0,1.0,16.69,2.5,0.0,0.75
2,2025-08-05 06:50:21,2025-08-05 06:53:41,1,0.4,1,N,140,237,1,5.1,0.0,0.5,1.82,0.0,1.0,10.92,2.5,0.0,0.0
2,2025-08-05 07:46:19,2025-08-05 08:14:49,1,4.5,1,N,231,237,1,27.5,0.0,0.5,8.06,0.0,1.0,40.31,2.5,0.0,0.75
1,2025-08-05 07:52:30,2025-08-05 08:07:41,1,3.3,1,N,140,74,1,17.0,2.5,0.5,4.2,0.0,1.0,25.2,2.5,0.0,0.0
2,2025-08-05 08:01:57,2025-08-05 08:06:24,1,0.4,1,N,68,246,1,5.8,0.0,0.5,2.11,0.0,1.0,12.66,2.5,0.0,0.75
2,2025-08-05 08:03:14,2025-08-05 08:18:20,1,1.8,1,N,161,233,1,14.9,0.0,0.5,3.93,0.0,1.0,23.58,2.5,0.0,0.75
2,2025-08-05 08:07:56,2025-08-05 08:22:15,1,8.16,1,N,262,261,1,31.7,0.0,0.5,6.0,0.0,1.0,42.45,2.5,0.0,0.75
2,2025-08-05 08:12:34,2025-08-05 08:26:17,1,1.45,1,N,48,161,1,13.5,0.0,0.5,5.0,0.0,1.0,23.25,2.5,0.0,0.75
1,2025-08-05 08:16:09,2025-08-05 08:22:42,1,0.7,1,N,79,113,1,7.2,3.25,0.5,2.4,0.0,1.0,14.35,2.5,0.0,0.75
2,2025-08-05 08:29:16,2025-08-05 08:46:00,1,1.25,1,N,229,140,1,14.9,0.0,0.5,5.89,0.0,1.0,25.54,2.5,0.0,0.75
2,2025-08-05 08:30:01,2025-08-05 08:45:13,1,2.74,1,N,151,237,1,16.3,0.0,0.5,2.5,0.0,1.0,22.8,2.5,0.0,0.0
1,2025-08-05 08:49:39,2025-08-05 08:57:22,1,0.4,1,N,186,164,1,7.9,3.25,0.5,0.0,0.0,1.0,12.65,2.5,0.0,0.75
1,2025-08-05 09:04:18,2025-08-05 09:17:59,1,1.4,1,N,233,234,1,13.5,3.25,0.5,3.65,0.0,1.0,21.9,2.5,0.0,0.75
